이미지링크,배송명,브랜드,상품명,할인율,할인전 가격,할인후 가격,구매개수,카테고리
https://image.brandi.me/cproduct/2022/02/09/SB000000000052449621_1644415766_image1_S.jpeg,하루배송,바이영,라인예쁜 U넥 베이직 긴팔 티셔츠_바이영,10%,"15,120원","16,800원",115개 구매중,상의
https://image.brandi.me/cproduct/2022/01/18/SB000000000050409142_1642469953_image1_S.jpeg,하루배송,니니크x하루배송,옥스포드오버셔츠 7color_니니크_2,9%,"28,760원","31,600원",26개 구매중,상의
https://image.brandi.me/cproduct/2022/01/14/SB000000000050203026_1642136086_image1_S.jpeg,하루배송,코튼로그,[봄까지~] 러비 진주 셔링 오프숄더 티셔츠_코튼로그,10%,"33,660원","37,400원",18개 구매중,상의
https://image.brandi.me/cproduct/2022/01/17/SB000000000050074389_1642378372_image1_S.jpeg,하루배송,무드글램,파스텔 니트 꽈배기니트 반팔니트 라운드 니트 4col_무드글램,9%,"30,580원","33,600원",21개 구매중,상의
https://image.brandi.me/cproduct/2021/12/14/SB000000000047336472_1639460184_image1_S.jpeg,하루배송,크로스컴퍼니x하루배송,[최강 여리핏!/털빠짐X]폭신폭신 앙고라 브이넥 페페 니트_크로스컴퍼니_2,10%,"24,930원","27,700원","3,449개 구매중",상의
https://image.brandi.me/cproduct/2021/11/02/SB000000000043356286_1635848745_image1_S.jpeg,하루배송,알콜,[11col/국내생산] 20수 베이직 반팔티 / 기본티 / 레이어드티 _ 알콜,10%,"17,730원","19,700원",88개 구매중,상의
https://image.brandi.me/cproduct/2021/10/14/SB000000000041429610_1634218294_image1_S.jpeg,하루배송,와이비비x하루배송,준벅 카라 벌룬 퍼프 셔링 루즈핏 캉캉 프릴 크롭 셔츠 BL_와이비비_2,7%,"22,040원","23,700원",38개 구매중,상의
https://image.brandi.me/cproduct/2021/08/19/SB000000000036526508_1629363536_image1_S.jpeg,하루배송,느루마켓,소냐 레이스나시 (3color)_느루마켓,10%,"23,130원","25,700원",37개 구매중,상의
https://image.brandi.me/cproduct/2021/08/13/SB000000000036003963_1628843835_image1_S.jpeg,하루배송,에이치다x하루배송,마이핏 무지 기본핏 라운드 긴팔 티셔츠 7color_에이치다_2,10%,"16,020원","17,800원","1,209개 구매중",상의
https://image.brandi.me/cproduct/2021/06/28/SB000000000032177192_1624897663_image1_S.jpeg,하루배송,반하리마켓,오프숄더 크롭 퍼프 무지 반팔 블라우스_반하리마켓,10%,"19,530원","21,700원",28개 구매중,상의
https://image.brandi.me/cproduct/2021/06/01/SB000000000029485237_1622544274_image1_S.jpeg,하루배송,피톤치드,[8color] 데일리 실켓 크롭 티셔츠_피톤치드,10%,"14,220원","15,800원",365개 구매중,상의
https://image.brandi.me/cproduct/2021/05/01/SB000000000026785871_1619835571_image1_S.jpeg,하루배송,미닛마켓,(7color) 핏예쁜 기본 소프트 라운드 슬림 반팔 티셔츠 _미닛마켓,10%,"17,730원","19,700원",86개 구매중,상의
